name,rating,numberofbik,price,WatchthisMonth,Kosher,Address,asian restaurant,italian restaurant,gril restaurant,mediterranean restaurant,chef restaurant,sitting outside,smoke area,sea food,coffe shop,delivery,burger shop,online order,City,Street,Converted_Kosher,Price_Convert
פוקי בול פתח תקווה,8.1,2063,מחיר סביר,98,כשר,"תוצרת הארץ 4, פתח תקווה",1,0,0,0,0,0,0,0,0,1,0,1,פתח תקווה,תוצרת הארץ 4,1,1
בית 77,8.7,980,מחיר סביר,503,לא כשר,"מצפה מנחם 77, אמירים",0,0,0,0,0,1,0,0,1,0,0,0,אמירים,מצפה מנחם 77,0,1
גוטל'ה,8.7,1158,מחיר זול,1080,לא כשר,"המייסדים 54, אבן יהודה",0,0,0,0,0,1,0,0,1,1,0,1,אבן יהודה,המייסדים 54,0,0
ביף בהר,8.8,1815,מחיר סביר,658,כשר,יערה,0,0,1,0,0,1,1,0,0,1,0,1,יערה,0,1,1
IRO Sushi,8.5,221,מחיר יקר,306,כשר,"הבנים 27, הוד השרון",1,0,0,0,0,1,1,0,0,1,0,1,הוד השרון,הבנים 27,1,2
קפה המדרחוב,8.9,1668,מחיר סביר,1165,לא כשר,"הכרמל 16, כפר סבא",0,0,0,0,0,1,1,0,1,1,0,1,כפר סבא,הכרמל 16,0,1
בורגרס בר,8.2,239,מחיר סביר,483,לא כשר,"שדרות משה דיין 166, ירושלים",0,0,1,0,0,1,1,0,0,1,1,1,ירושלים,שדרות משה דיין 166,0,1
Bff,7.9,146,מחיר סביר,379,כשר,"אחוזה 130, רעננה",0,0,0,0,0,0,0,0,0,1,1,1,רעננה,אחוזה 130,1,1
גבו,8.8,215,מחיר זול,460,כשר,"שדרות הציונות 1, קרית אתא",0,0,1,0,0,1,0,0,0,1,0,0,קרית אתא,שדרות הציונות 1,1,0
צ'וקה,7.2,1635,מחיר סביר,140,כשר,"קניון גבעתיים, גבעתיים",1,0,0,0,0,0,0,0,0,1,0,1,גבעתיים,קניון גבעתיים,1,1
פיצה בכפר פלוס,8.7,116,מחיר זול,591,לא כשר,"מרכז מסחרי, כפר ורדים",1,0,0,0,0,0,0,0,0,1,1,0,כפר ורדים,מרכז מסחרי,0,0
בני הדייג,7.9,2241,מחיר סביר,542,כשר,"הטיילת 19, ראשון לציון",0,0,0,0,0,1,1,1,0,1,0,1,ראשון לציון,הטיילת 19,1,1
קפה קפה,7.6,560,מחיר סביר,214,כשר,"קניון הזהב, ראשון לציון",0,1,0,0,0,0,0,0,1,1,0,1,ראשון לציון,קניון הזהב,1,1
גליוס בר,7.7,306,מחיר זול,97,כשר,"אבשלום גיסין 80, פתח תקווה",0,0,1,0,0,0,0,0,0,0,0,0,פתח תקווה,אבשלום גיסין 80,1,0
לחם ארז,7.4,806,מחיר סביר,458,כשר,"משה דיין 2, ראש העין (מרכז טל)",0,1,0,0,0,0,0,0,1,1,0,0,ראש העין ,משה דיין 2,1,1
BBB,9.1,8945,מחיר סביר,2434,לא כשר,"דרך מאיר וייסגל 2, רחובות",0,0,1,0,0,1,1,0,0,1,1,1,רחובות,דרך מאיר וייסגל 2,0,1
בליקר בייקרי,7.9,347,מחיר סביר,157,כשר,"עופר גרנד קניון, באר שבע",0,1,0,0,0,1,0,0,1,0,0,0,באר שבע,עופר גרנד קניון,1,1
חוף קריית חיים,8.6,1119,מחיר סביר,228,לא כשר,"שכונת קרית חיים מערבית, חיפה",0,0,0,0,0,0,0,0,1,0,0,0,חיפה,שכונת קרית חיים מערבית,0,1
קרניבורגר,7.1,20,מחיר סביר,656,כשר,"טורקיז 5, נעלה",0,0,1,0,0,1,1,0,0,1,1,0,נעלה,טורקיז 5,1,1
Beach Club,7.6,55,מחיר סביר,257,לא כשר,"יוחאי בן נון 1, חיפה",0,0,0,1,0,0,0,0,1,1,0,1,חיפה,יוחאי בן נון 1,0,1
פונדקי איילון,8.7,1419,מחיר סביר,900,לא כשר,"דנמרק 1, פתח תקווה",0,0,1,0,0,0,1,0,0,0,0,0,פתח תקווה,דנמרק 1,0,1
סין צ'אן,7.8,301,מחיר סביר,206,כשר,"רחבעם זאבי, אשקלון",1,0,0,0,0,1,1,0,0,1,0,1,אשקלון,רחבעם זאבי,1,1
תחנה 4,8.6,205,מחיר סביר,476,לא כשר,"זלמן הוז, עפולה",0,0,1,0,0,0,0,0,0,0,0,0,עפולה,זלמן הוז,0,1
ארומה אספרסו בר,8.1,1923,מחיר סביר,159,כשר,"יונה שפינדל 1, גבעת שמואל",0,1,0,0,0,1,1,0,1,0,0,1,גבעת שמואל,יונה שפינדל 1,1,1
אנגוס בשרים,8.8,367,מחיר סביר,388,לא כשר,עין המפרץ,0,0,1,0,0,0,0,0,0,0,0,0,עין המפרץ,0,0,1
נוף הואדי,8.7,1039,מחיר סביר,490,לא כשר,עין חוד,0,0,1,1,0,0,1,0,0,1,0,0,עין חוד,0,0,1
פרנג'ליקו,7.8,737,מחיר סביר,310,לא כשר,"אורנים 1, נוף הגליל",1,0,0,0,0,1,1,0,0,1,0,1,נוף הגליל,אורנים 1,0,1
פוקישופ,8.3,3187,מחיר סביר,202,כשר,"משכית 27, הרצליה (בית קורקס)",1,0,0,0,0,0,0,0,0,1,0,1,הרצליה ,משכית 27,1,1
Giduley rony,8.3,83,מחיר סביר,313,לא כשר,עין הבשור,1,0,0,0,0,1,1,0,0,1,0,0,עין הבשור,0,0,1
אל מוכתאר,7.5,25,מחיר סביר,149,לא כשר,"צומת גולני, אזור גליל תחתון מזרחי",0,0,1,0,0,1,1,0,0,0,0,0,אזור גליל תחתון מזרחי,צומת גולני,0,1
NEWSHI סושי בר,7.8,217,מחיר סביר,417,כשר,"שדרות יצחק רבין, אור יהודה",1,0,1,0,1,0,1,0,0,1,0,1,אור יהודה,שדרות יצחק רבין,1,1
זוזוברה,8.7,12160,מחיר סביר,764,לא כשר,"אריה שנקר 7, הרצליה (מרכז גב ים)",1,0,0,0,0,1,1,0,0,1,0,1,הרצליה ,אריה שנקר 7,0,1
אצל רחלי,8.1,8,מחיר סביר,382,כשר,"מרכז מסחרי קרית מלאכי, קרית מלאכי",0,0,1,0,0,1,1,0,0,1,0,0,קרית מלאכי,מרכז מסחרי קרית מלאכי,1,1
מסעדת צארום,8.6,2221,מחיר זול,721,כשר,"ברל כצנלסון 25, הרצליה",0,0,1,0,0,1,1,0,0,1,0,1,הרצליה,ברל כצנלסון 25,1,0
טקומי,7.9,833,מחיר סביר,391,כשר,"דקל, שוהם",1,0,1,0,0,1,1,0,0,1,0,1,שוהם,דקל,1,1
לה רג'נס,8.7,247,מחיר יקר,182,כשר,"מלון המלך דוד ירושלים, ירושלים",0,0,1,0,1,1,1,0,0,0,0,0,ירושלים,מלון המלך דוד ירושלים,1,2
Westside Cafe,8.1,41,מחיר סביר,172,לא כשר,מג'דל שמס,0,0,0,0,0,1,1,0,1,1,0,0,מג'דל שמס,0,0,1
נמסטה,8.7,2032,מחיר סביר,569,כשר,"הטיילת, אשדוד",1,0,0,0,0,1,1,0,0,1,0,1,אשדוד,הטיילת,1,1
סושי בר בזל,9,3351,מחיר סביר,1499,כשר,"מאפו 9, תל אביב יפו (מלון פרימה סיטי)",1,0,0,0,0,0,0,0,0,1,0,1,תל אביב יפו ,מאפו 9,1,1
שווארמה המזללה,8,251,מחיר סביר,227,כשר,"הרצל 68, רחובות",0,0,1,0,0,0,0,0,0,1,0,1,רחובות,הרצל 68,1,1
נאם,9.2,6052,מחיר סביר,1667,לא כשר,"דיזנגוף 293, תל אביב יפו",1,0,0,0,0,1,0,0,0,1,0,1,תל אביב יפו,דיזנגוף 293,0,1
Sushi XL,8.7,178,מחיר סביר,652,כשר,"שדרות המייסדים 10, אשדוד",1,1,0,0,1,0,0,0,0,1,0,1,אשדוד,שדרות המייסדים 10,1,1
Buy The Way,8.3,694,מחיר סביר,602,לא כשר,"שדרות מנחם בגין, כפר סבא",0,0,0,0,0,1,1,0,1,1,0,1,כפר סבא,שדרות מנחם בגין,0,1
חוואיג' מרק,8.6,286,מחיר זול,148,כשר,"המלך חסן השני 10, קרית עקרון",0,0,1,0,0,0,0,0,0,0,0,0,קרית עקרון,המלך חסן השני 10,1,0
בורגרים,7.9,246,מחיר סביר,174,כשר,"אבי ואביב, אור יהודה",0,0,1,0,0,0,0,0,0,1,1,0,אור יהודה,אבי ואביב,1,1
מלון קרלטון,7.1,1223,מחיר סביר,136,כשר,"שדרות הגעתון 23, נהריה",0,0,0,0,0,0,1,0,1,0,0,0,נהריה,שדרות הגעתון 23,1,1
טרנסילבניה,7.8,919,מחיר סביר,193,לא כשר,"שכונת בנה ביתך, מעלות תרשיחא",0,0,1,0,0,1,1,0,0,0,0,0,מעלות תרשיחא,שכונת בנה ביתך,0,1
same same,7.9,9998,מחיר זול,169,לא כשר,"עזריאלי רעננה, רעננה",1,0,0,0,0,1,1,0,0,1,0,1,רעננה,עזריאלי רעננה,0,0
דרימרי,7.9,129,מחיר סביר,679,כשר,"הסיבים 49, פתח תקווה",0,1,0,0,0,0,0,0,1,1,0,1,פתח תקווה,הסיבים 49,1,1
הספסל,9.2,3009,מחיר סביר,2348,לא כשר,"ביאליק 26, רמת גן",0,0,0,0,0,1,1,0,1,1,0,1,רמת גן,ביאליק 26,0,1
ג'אפן ג'אפן,8.1,566,מחיר סביר,704,כשר,"העצמאות 63, פתח תקווה",1,0,1,0,0,1,0,0,0,1,0,1,פתח תקווה,העצמאות 63,1,1
מיטבלים,8.4,1488,מחיר סביר,569,כשר,"דרך הגליל 100, ראש פינה",0,0,1,0,1,1,1,1,0,1,0,0,ראש פינה,דרך הגליל 100,1,1
ביגה,7.9,369,מחיר סביר,293,כשר,"עופר גרנד קניון, באר שבע",0,0,0,0,0,0,0,0,1,1,0,1,באר שבע,עופר גרנד קניון,1,1
סושי יאשי,7.2,76,מחיר סביר,193,לא כשר,"עמי בוטיק סנטר (חטיבת הנח""ל 4, חדרה)",1,0,0,0,0,0,0,0,0,1,0,1,חדרה),"עמי בוטיק סנטר (חטיבת הנח""ל 4",0,1
הלובי,8.6,77,מחיר זול,216,כשר,"לח""י 31, בני ברק",0,0,1,0,0,0,0,0,0,1,0,1,בני ברק,"לח""י 31",1,0
מלך השניצל,8.4,1190,מחיר סביר,420,לא כשר,"שכונת בית ספאפא, ירושלים",0,0,1,0,0,0,0,0,0,0,0,0,ירושלים,שכונת בית ספאפא,0,1
מקסיקנה,8.2,1374,מחיר סביר,546,כשר,"המדע 6, רחובות",0,0,1,0,0,1,1,0,0,1,0,1,רחובות,המדע 6,1,1
Mushi Mushi,8.1,106,מחיר סביר,193,כשר,"התקווה 16, רעננה",1,0,0,0,1,1,1,0,0,1,0,1,רעננה,התקווה 16,1,1
אדוארד סושי שף,8.4,425,מחיר סביר,426,כשר,"הכלניות 2, טירת כרמל",1,0,1,0,1,0,0,0,0,1,0,1,טירת כרמל,הכלניות 2,1,1
מאפה נאמן,8.3,407,מחיר סביר,113,כשר,"צה""ל 5, חדרה",0,1,0,0,0,0,1,0,1,1,0,0,חדרה,"צה""ל 5",1,1
קפה קפה,6.8,55,מחיר סביר,262,כשר,"גלובוס סנטר, אזור אשקלון",0,1,0,0,0,1,1,0,1,1,0,0,אזור אשקלון,גלובוס סנטר,1,1
בליקר בייקרי,8.8,1105,מחיר סביר,552,כשר,"קניון סי מול, אשדוד",0,1,0,0,0,0,1,0,1,0,0,0,אשדוד,קניון סי מול,1,1
קפה לנדוור,7.9,132,מחיר סביר,516,לא כשר,"מעלה גיא אוני, ראש פינה",0,0,0,0,0,0,0,0,1,0,0,0,ראש פינה,מעלה גיא אוני,0,1
מסעדת עירון 80,7.6,1723,מחיר סביר,1089,לא כשר,"מחנה 80, פרדס חנה כרכור",0,0,1,0,0,0,0,0,0,0,0,0,פרדס חנה כרכור,מחנה 80,0,1
אבטליון בית קפה גלילי,8.2,233,מחיר סביר,1594,כשר,אבטליון,0,1,0,0,0,1,0,0,1,1,0,1,אבטליון,0,1,1
ג'אפן ג'אפן,8.1,209,מחיר סביר,739,כשר,"קניון ההרים, צומת גוש עציון",1,0,0,0,0,1,1,0,0,1,0,1,צומת גוש עציון,קניון ההרים,1,1
פיצה כמעט חינם,7.6,142,מחיר זול,148,כשר,"דרך זאב ז'בוטינסקי 12, בני ברק",0,1,0,0,0,1,0,0,0,1,0,1,בני ברק,דרך זאב ז'בוטינסקי 12,1,0
ג'ויה סושי בר,8.4,632,מחיר סביר,587,כשר,"יוסף סמלו 19, נתיבות",1,0,1,0,0,1,0,1,0,1,0,0,נתיבות,יוסף סמלו 19,1,1
ביגה,8.3,2028,מחיר סביר,386,כשר,"רפפורט 3, כפר סבא",0,1,0,0,0,1,0,0,1,1,0,1,כפר סבא,רפפורט 3,1,1
רובן,9.1,1682,מחיר סביר,1601,כשר,"שדרות הנשיא 131, חיפה",0,0,0,0,0,1,1,0,0,1,1,1,חיפה,שדרות הנשיא 131,1,1
רובן,9.1,1682,מחיר סביר,1601,כשר,"שדרות הנשיא 131, חיפה",0,0,0,0,0,1,1,0,0,1,1,1,חיפה,שדרות הנשיא 131,1,1
בנדיקט,8.2,164,מחיר סביר,476,לא כשר,"ביג קריות, חיפה",0,0,0,0,0,1,0,0,1,1,0,1,חיפה,ביג קריות,0,1
באדולינה,8.5,157,מחיר סביר,196,לא כשר,"דפנה, שכניה",0,0,1,0,0,1,1,0,1,0,1,1,שכניה,דפנה,0,1
שיפודי אחמד סעיד,8.9,2801,מחיר סביר,1321,לא כשר,"דרך נחל אלכסנדר 8, פארק תעשיות עמק חפר",0,0,1,0,0,0,0,0,0,0,0,0,פארק תעשיות עמק חפר,דרך נחל אלכסנדר 8,0,1
פינת הצלע,7.7,989,מחיר סביר,354,כשר,"שדרות ירושלים 168, חולון",0,0,1,0,0,1,1,0,0,1,0,1,חולון,שדרות ירושלים 168,1,1
Newshi,7.8,710,מחיר סביר,270,כשר,"משה לרר 1, נס ציונה",1,0,0,0,0,0,0,0,0,1,0,1,נס ציונה,משה לרר 1,1,1
המטבח המעושן,8.1,16,מחיר סביר,56,כשר,"האילן 41, קדימה צורן",0,0,1,0,0,0,0,0,0,0,0,0,קדימה צורן,האילן 41,1,1
באולינג סנטר,8,2821,מחיר סביר,1104,לא כשר,"בזל 3, פתח תקווה",0,0,0,0,0,0,0,0,1,0,0,0,פתח תקווה,בזל 3,0,1
PATIO,7.6,90,מחיר סביר,394,לא כשר,"הנשיא 3, אשקלון",0,1,0,0,0,1,0,1,1,1,0,1,אשקלון,הנשיא 3,0,1
קלמאריס,8.9,2348,מחיר סביר,937,לא כשר,"דרך סטלה מאריס 100, חיפה",0,0,0,1,0,0,1,0,0,0,0,0,חיפה,דרך סטלה מאריס 100,0,1
קפה לנדוור,7.6,58,מחיר סביר,212,כשר,"בעלי המלאכה 27, נתיבות",0,0,0,0,0,0,0,0,1,0,0,0,נתיבות,בעלי המלאכה 27,1,1
בורגר סאלון,8.6,954,מחיר סביר,1090,לא כשר,"פז חדרה, חדרה",0,0,1,0,0,1,1,0,0,1,1,1,חדרה,פז חדרה,0,1
המטבח של נורה,8.9,882,מחיר סביר,249,כשר,"שכונת א סוואנייה, דאלית אל כרמל",0,0,1,1,0,1,1,0,0,0,0,0,דאלית אל כרמל,שכונת א סוואנייה,1,1
קאראס,8,1295,מחיר סביר,148,לא כשר,"דרך בן גוריון 91, בת ים",1,0,0,0,0,1,1,0,0,1,0,1,בת ים,דרך בן גוריון 91,0,1
ביתא קפה סביון,8.2,1849,מחיר סביר,1004,לא כשר,"השיקמה 1, סביון (מרכז מסחרי)",0,0,0,0,1,1,1,0,1,1,0,1,סביון ,השיקמה 1,0,1
לאגו,8.6,1492,מחיר סביר,274,כשר,"פארק צרפת, מעלה אדומים",0,0,1,0,0,1,1,0,0,0,0,0,מעלה אדומים,פארק צרפת,1,1
אולדיס פנקייק בר,8.6,1727,מחיר סביר,483,כשר,"קניון רננים, רעננה",0,1,0,0,0,0,0,0,1,1,0,1,רעננה,קניון רננים,1,1
מינה טומיי,8.6,3693,מחיר סביר,672,לא כשר,"דרך עכו חיפה 192, קרית ביאליק (עופר הקריון)",1,0,0,0,0,0,0,0,0,1,0,1,קרית ביאליק ,דרך עכו חיפה 192,0,1
אגאדיר,8.1,4108,מחיר סביר,900,לא כשר,"דרך רמתיים 51, הוד השרון",0,0,1,0,0,1,1,0,0,1,1,1,הוד השרון,דרך רמתיים 51,0,1
טאנטי באצ'י,9.1,2532,מחיר סביר,872,לא כשר,"שקדים 35, קרית טבעון",0,1,0,0,0,1,1,0,0,1,0,0,קרית טבעון,שקדים 35,0,1
קפה גרג,7.3,1184,מחיר סביר,349,כשר,"מתחם G6, יוקנעם עילית",0,1,0,0,0,1,1,0,1,1,0,1,יוקנעם עילית,מתחם G6,1,1
בנגקוק אקספרס,7.5,543,מחיר סביר,286,כשר,"הדקל 1, רמת ישי (מרכז הדס)",1,0,0,0,0,0,0,0,0,1,0,0,רמת ישי ,הדקל 1,1,1
Forest,8.4,114,מחיר סביר,541,כשר,"הזית 168, מעונה",0,0,1,1,1,0,1,0,0,0,0,1,מעונה,הזית 168,1,1
ריבר כפר סבא,7.1,1995,מחיר סביר,218,לא כשר,"אנגל, כפר סבא",1,0,0,0,0,1,0,0,0,1,0,1,כפר סבא,אנגל,0,1
פפרדלה,8.2,2292,מחיר סביר,1017,כשר,"המדע 3, רחובות",0,1,0,0,0,1,1,0,0,1,0,1,רחובות,המדע 3,1,1
קפה לנדוור,7.9,932,מחיר סביר,112,לא כשר,"עופר סנטר, נוף הגליל",0,0,0,0,0,1,0,0,1,1,0,0,נוף הגליל,עופר סנטר,0,1
שטמפפר במושבה,8.9,2321,מחיר סביר,1968,לא כשר,"המייסדים 62, אבן יהודה (מרכז קרסו)",0,0,1,0,0,0,1,0,1,1,0,1,אבן יהודה ,המייסדים 62,0,1
Green Apple גרין אפל,9,1516,מחיר סביר,315,לא כשר,מג'דל שמס,0,1,1,0,0,1,1,0,0,0,0,0,מג'דל שמס,0,0,1
ג'ויה,8.4,92,מחיר סביר,1077,כשר,"דרך הגליל 12, ראש פינה",0,1,0,0,0,1,1,0,0,0,0,1,ראש פינה,דרך הגליל 12,1,1
EATALY,8.8,879,מחיר סביר,734,כשר,"הנשיא 4, אשקלון",0,1,0,0,0,1,0,0,0,1,0,0,אשקלון,הנשיא 4,1,1
דודא טוסט נקניק,7.5,817,מחיר זול,202,כשר,"רפאל איתן 3, פתח תקווה",1,1,0,0,0,1,1,0,0,1,0,1,פתח תקווה,רפאל איתן 3,1,0
ביסטרו ג'קי,8.3,551,מחיר סביר,367,כשר,"אוסישקין 2, נתניה",0,0,1,0,0,1,0,0,1,0,0,0,נתניה,אוסישקין 2,1,1
הפרלמנט,8.2,1106,מחיר סביר,545,כשר,"רוטשילד 83, ראשון לציון",0,0,1,0,0,0,0,0,0,1,0,1,ראשון לציון,רוטשילד 83,1,1
Torii,8.4,4664,מחיר סביר,737,לא כשר,"כצנלסון 62, גבעתיים",1,0,0,0,0,1,1,0,0,1,0,1,גבעתיים,כצנלסון 62,0,1
פיצלה,7.7,5019,מחיר סביר,0,כשר,"דרך זאב ז'בוטינסקי 12, בני ברק",1,1,0,0,0,1,1,0,1,1,0,1,בני ברק,דרך זאב ז'בוטינסקי 12,1,1
יומי סושי ליין,8.3,916,מחיר סביר,405,לא כשר,"בר כוכבא 3, פתח תקווה",1,0,0,0,0,0,0,0,0,1,0,1,פתח תקווה,בר כוכבא 3,0,1
יוניקורן,8.7,11,מחיר סביר,1041,כשר,"קרן היסוד, קרית שמונה",1,0,0,0,0,1,1,0,0,1,0,1,קרית שמונה,קרן היסוד,1,1
New York Bagel,8.3,37,מחיר סביר,182,לא כשר,"פ""ז 2, קרית מוצקין",0,1,0,0,0,1,0,0,0,1,0,0,קרית מוצקין,"פ""ז 2",0,1
דונר אקספרס גריל יהוד,8.5,1919,מחיר סביר,638,כשר,"אברהם גירון 15, יהוד מונוסון",0,0,1,0,0,0,1,0,0,1,0,1,יהוד מונוסון,אברהם גירון 15,1,1
יקבי בנימינה,7.8,18,מחיר סביר,0,כשר,"הנשיא 1, בנימינה גבעת עדה",0,1,0,0,0,1,1,0,1,0,0,0,בנימינה גבעת עדה,הנשיא 1,1,1
AKA,8.6,1929,מחיר סביר,839,לא כשר,"נחל זוהר 22, מודיעין מכבים רעות (מיניקן)",1,0,0,0,0,1,1,0,0,0,0,0,מודיעין מכבים רעות ,נחל זוהר 22,0,1
מיתוס,8.7,3363,מחיר יקר,1177,כשר,"וייצמן 2, תל אביב יפו",0,0,1,0,0,1,1,0,0,1,0,1,תל אביב יפו,וייצמן 2,1,2
מסעדת וואקמה,8.3,824,מחיר זול,522,כשר,"רוטשילד 45, ראשון לציון (G רוטשילד)",1,0,0,0,0,0,0,0,0,1,0,1,ראשון לציון ,רוטשילד 45,1,0
מינה טומיי,8.5,1005,מחיר סביר,1154,לא כשר,"אלון עין שמר fashion, צומת כרכור",1,0,0,0,0,0,0,0,0,1,0,1,צומת כרכור,אלון עין שמר fashion,0,1
מסעדת הכוכב,8.4,27,מחיר סביר,71,כשר,"חרושת 18, קרית ביאליק",0,0,1,0,0,0,0,0,0,0,0,0,קרית ביאליק,חרושת 18,1,1
פול באולינג,8,1843,מחיר סביר,548,לא כשר,"דרך עכו חיפה 194, קרית ביאליק",0,0,0,0,0,0,0,0,1,0,0,0,קרית ביאליק,דרך עכו חיפה 194,0,1
שובולנה בית של אוכל,8.6,65,מחיר סביר,332,לא כשר,"דרך המצפה 5, קציר",0,0,0,0,0,1,1,0,1,1,0,0,קציר,דרך המצפה 5,0,1
BBB,8.7,3421,מחיר סביר,1843,לא כשר,"חיל הנדסה 1, באר שבע (מרכז Max אמות)",0,0,1,0,0,1,1,0,0,1,1,1,באר שבע ,חיל הנדסה 1,0,1
פורנטו פיצה בר,8.8,807,מחיר זול,503,לא כשר,גשר הזיו,0,1,0,0,0,1,0,0,0,1,0,0,גשר הזיו,0,0,0
דרקון הזהב,8.3,598,מחיר זול,847,כשר,"שדרות העצמאות 67, בת ים",1,0,1,0,0,0,0,0,0,1,0,1,בת ים,שדרות העצמאות 67,1,0
ביגה,8,1479,מחיר סביר,245,כשר,"שלום עליכם 5, חיפה",0,1,0,0,0,0,0,0,1,1,0,1,חיפה,שלום עליכם 5,1,1
קפה לנדוור,8.1,1767,מחיר סביר,502,לא כשר,"אלון עין שמר fashion, צומת כרכור",0,1,0,0,0,1,1,0,1,1,0,1,צומת כרכור,אלון עין שמר fashion,0,1
הפיצה המטיילת,8.8,414,מחיר סביר,218,כשר,מישגב,0,1,0,0,0,1,0,0,1,0,0,0,מישגב,0,1,1
azkadunia,8.2,46,מחיר סביר,66,לא כשר,טייבה,0,0,1,0,0,0,0,0,0,0,0,0,טייבה,0,0,1
קפה חמד,8.3,302,מחיר זול,186,כשר,שדי חמד,0,1,0,0,0,0,1,0,1,1,0,1,שדי חמד,0,1,0
קפה קפה,8.4,478,מחיר סביר,76,לא כשר,"754, כפר כנא",0,0,1,0,0,0,0,0,1,0,0,0,כפר כנא,754,0,1
BBB,8.2,2847,מחיר סביר,399,לא כשר,"קניון רננים, רעננה",0,0,1,0,0,1,1,0,0,1,1,1,רעננה,קניון רננים,0,1
יוקו,8.2,891,מחיר סביר,254,כשר,"קניון אורות, אור עקיבא",1,0,1,0,0,0,0,0,0,1,0,1,אור עקיבא,קניון אורות,1,1
קפה קפה,7.2,22,מחיר סביר,141,לא כשר,"נוטרדאם, מעיליא",0,0,1,0,0,0,0,0,1,0,0,0,מעיליא,נוטרדאם,0,1
POP & POPE,9.1,746,מחיר סביר,1658,לא כשר,"הארבעה 30, תל אביב יפו",1,0,0,0,1,0,0,0,0,0,0,1,תל אביב יפו,הארבעה 30,0,1
מפגש דקר,9.1,539,מחיר זול,672,כשר,"סמטת ויצ""ו 1, בית שמש",0,0,1,0,0,1,1,0,0,0,0,0,בית שמש,"סמטת ויצ""ו 1",1,0
רוזנברג,8.4,4877,מחיר סביר,628,לא כשר,"משכית 32, הרצליה (מרכזים 2001)",0,0,1,1,0,0,0,1,0,1,1,1,הרצליה ,משכית 32,0,1
בשורה,8.5,9,מחיר סביר,283,כשר,"החרושת 15, כרמיאל (קניון גן העיר)",0,0,1,0,1,0,0,0,0,0,0,0,כרמיאל ,החרושת 15,1,1
מאיליס,8.5,589,מחיר סביר,1074,כשר,"מרינה אשקלון, אשקלון",0,1,0,0,0,0,0,0,1,1,0,0,אשקלון,מרינה אשקלון,1,1
באפלו,8.7,1161,מחיר סביר,1318,כשר,"ויצמן 40, כפר סבא",0,0,1,0,0,0,0,0,0,1,1,1,כפר סבא,ויצמן 40,1,1
K קפה אצל קובי בכפר,7,16,מחיר סביר,438,לא כשר,"פרץ ברנשטיין 7, רמת גן",0,0,1,0,1,0,0,0,0,1,0,0,רמת גן,פרץ ברנשטיין 7,0,1
הפסטה שף,8.5,69,מחיר סביר,884,כשר,"שדרות דוד המלך 17, לוד",0,1,0,0,0,0,0,0,0,1,0,0,לוד,שדרות דוד המלך 17,1,1
דיינר מקום של בשר,8.4,712,מחיר סביר,1479,לא כשר,"הרקון 2, הוד השרון (מיקס שרונים)",0,0,1,0,0,1,1,0,0,1,1,1,הוד השרון ,הרקון 2,0,1
סבא ג'בטו,8.8,3321,מחיר סביר,651,כשר,"התקווה 8, באר שבע",0,0,0,0,0,1,1,0,1,1,0,1,באר שבע,התקווה 8,1,1
